x,y,value
251,326,0
252,326,0
253,326,0
254,326,0
255,326,0
256,326,0
257,326,0
258,326,0
259,326,0
260,326,0
261,326,0
262,326,0
263,326,0
264,326,0
265,326,0
266,326,0
267,326,0
251,327,0
252,327,0
253,327,0
254,327,0
255,327,0
256,327,0
257,327,0
258,327,0
259,327,0
260,327,0
261,327,0
262,327,0
263,327,0
264,327,0
265,327,0
266,327,0
267,327,0
251,328,0
252,328,0
253,328,0
254,328,0
255,328,0
256,328,0
257,328,0
258,328,0
259,328,0
260,328,0
261,328,0
262,328,0
263,328,0
264,328,0
265,328,0
266,328,0
267,328,0
251,329,0
252,329,0
253,329,0
254,329,0
255,329,0
256,329,0
257,329,0
258,329,0
259,329,0
260,329,0
261,329,0
262,329,0
263,329,0
264,329,0
265,329,0
266,329,0
267,329,0
251,330,0
252,330,0
253,330,0
254,330,0
255,330,0
256,330,0
257,330,0
258,330,0
259,330,0
260,330,0
261,330,0
262,330,0
263,330,0
264,330,0
265,330,0
266,330,0
267,330,0
251,331,0
252,331,0
253,331,0
254,331,0
255,331,0
256,331,0
257,331,0
258,331,0
259,331,0
260,331,0
261,331,0
262,331,0
263,331,0
264,331,0
265,331,0
266,331,0
267,331,0
251,332,0
252,332,0
253,332,0
254,332,0
255,332,0
256,332,0
257,332,0
258,332,0
259,332,0
260,332,0
261,332,0
262,332,0
263,332,0
264,332,0
265,332,0
266,332,0
267,332,0
251,333,0
252,333,0
253,333,0
254,333,0
255,333,0
256,333,0
257,333,0
258,333,0
259,333,0
260,333,0
261,333,0
262,333,0
263,333,0
264,333,0
265,333,0
266,333,0
267,333,0
251,334,0
252,334,0
253,334,0
254,334,0
255,334,0
256,334,0
257,334,0
258,334,0
259,334,0
260,334,0
261,334,0
262,334,0
263,334,0
264,334,0
265,334,0
266,334,0
267,334,0
251,335,0
252,335,0
253,335,0
254,335,0
255,335,0
256,335,0
257,335,0
258,335,0
259,335,0
260,335,0
261,335,0
262,335,0
263,335,0
264,335,0
265,335,0
266,335,0
267,335,0
251,336,0
252,336,0
253,336,0
254,336,0
255,336,0
256,336,0
257,336,0
258,336,0
259,336,0
260,336,0
261,336,0
262,336,0
263,336,0
264,336,0
265,336,0
266,336,0
267,336,0
251,337,0
252,337,0
253,337,0
254,337,0
255,337,0
256,337,0
257,337,0
258,337,0
259,337,0
260,337,0
261,337,0
262,337,0
263,337,0
264,337,0
265,337,0
266,337,0
267,337,0
